"","City","Category","Profit","Sales","Segment","Order Date","Sub-Category"
"6412","Houston","Office Supplies","$27","$77","Consumer",2017-02-05,"Paper"
"6413","Louisville","Office Supplies","$48","$103","Home Office",2017-02-08,"Binders"
"6414","Louisville","Technology","$10","$98","Home Office",2017-02-08,"Accessories"
"6415","Hollywood","Office Supplies","-$8","$12","Home Office",2017-02-11,"Binders"
"6416","Chandler","Office Supplies","$29","$84","Corporate",2017-02-08,"Paper"
"6417","Philadelphia","Technology","-$25","$109","Consumer",2016-02-03,"Phones"
"6418","Philadelphia","Office Supplies","-$1","$6","Consumer",2016-02-03,"Fasteners"
"6419","Tulsa","Office Supplies","$6","$22","Corporate",2016-02-10,"Supplies"
"6420","Tulsa","Furniture","$81","$369","Corporate",2016-02-10,"Chairs"
"6421","Tulsa","Office Supplies","$3","$12","Corporate",2016-02-10,"Art"
"6422","Tulsa","Office Supplies","$10","$333","Corporate",2016-02-10,"Storage"
"6423","Draper","Technology","$35","$112","Corporate",2014-02-07,"Accessories"
"6424","Oakland","Furniture","-$74","$454","Home Office",2015-02-10,"Chairs"
"6425","Lawrence","Office Supplies","$9","$19","Consumer",2017-02-08,"Paper"
"6426","Philadelphia","Technology","$1,120","$8,400","Consumer",2016-02-05,"Copiers"
"6427","Philadelphia","Office Supplies","-$4","$6","Consumer",2016-02-05,"Binders"
"6428","Philadelphia","Office Supplies","$4","$10","Consumer",2016-02-05,"Paper"
"6429","Philadelphia","Technology","-$24","$122","Consumer",2016-02-05,"Phones"
"6430","Jacksonville","Office Supplies","-$2","$26","Consumer",2014-02-11,"Storage"
"6431","Jacksonville","Furniture","-$299","$945","Consumer",2014-02-11,"Tables"
"6432","Jacksonville","Office Supplies","-$10","$14","Consumer",2014-02-11,"Binders"
"6433","Jacksonville","Furniture","-$51","$410","Consumer",2014-02-11,"Furnishings"
"6434","Chicago","Office Supplies","$9","$24","Corporate",2015-02-03,"Paper"
"6435","Chicago","Technology","$14","$181","Corporate",2015-02-03,"Phones"
"6436","Pocatello","Furniture","$15","$35","Consumer",2017-02-05,"Furnishings"
"6437","Pocatello","Office Supplies","$29","$477","Consumer",2017-02-05,"Storage"
"6438","Pocatello","Technology","$23","$302","Consumer",2017-02-05,"Phones"
"6439","Plano","Furniture","-$97","$975","Consumer",2017-02-12,"Tables"
"6440","New York City","Furniture","-$7","$589","Consumer",2014-02-10,"Chairs"
"6441","New York City","Office Supplies","$12","$35","Corporate",2016-02-10,"Art"
"6442","New York City","Office Supplies","$24","$100","Corporate",2016-02-10,"Storage"
"6443","New York City","Office Supplies","$18","$38","Corporate",2016-02-10,"Paper"
"6444","New York City","Office Supplies","$11","$25","Corporate",2016-02-10,"Labels"
"6445","New York City","Furniture","$34","$82","Corporate",2016-02-10,"Furnishings"
"6446","Chicago","Office Supplies","$2","$7","Consumer",2015-02-03,"Fasteners"
"6447","Houston","Furniture","-$78","$104","Home Office",2017-02-03,"Furnishings"
"6448","Houston","Office Supplies","$1","$2","Home Office",2017-02-03,"Labels"
"6449","Houston","Office Supplies","$1","$9","Home Office",2017-02-03,"Storage"
"6450","Meriden","Office Supplies","$5","$11","Consumer",2015-02-09,"Binders"
"6451","Meriden","Office Supplies","$21","$46","Consumer",2015-02-09,"Paper"
"6452","Meriden","Office Supplies","$2","$7","Consumer",2015-02-09,"Art"
"6453","Glenview","Technology","$14","$158","Consumer",2015-02-12,"Phones"
"6454","Houston","Office Supplies","$1","$3","Consumer",2015-02-10,"Art"
"6455","San Francisco","Office Supplies","$15","$57","Consumer",2017-02-07,"Storage"
"6456","San Francisco","Furniture","$11","$37","Consumer",2017-02-07,"Furnishings"
"6457","New York City","Technology","$37","$136","Corporate",2014-02-08,"Phones"
"6458","New York City","Office Supplies","$7","$16","Corporate",2014-02-08,"Art"
"6459","Baltimore","Office Supplies","$1","$4","Corporate",2017-02-05,"Art"
"6460","Baltimore","Office Supplies","$7","$15","Corporate",2017-02-05,"Art"
"6461","Baltimore","Office Supplies","$9","$37","Corporate",2017-02-05,"Art"
"6462","Baltimore","Technology","$19","$90","Corporate",2017-02-05,"Accessories"
"6463","Baltimore","Furniture","$24","$262","Corporate",2017-02-05,"Chairs"
"6464","Baltimore","Office Supplies","$37","$74","Corporate",2017-02-05,"Labels"
"6465","Louisville","Furniture","$6","$13","Home Office",2016-02-09,"Furnishings"
"6466","Lebanon","Office Supplies","$6","$85","Consumer",2015-02-11,"Storage"
"6467","Los Angeles","Technology","$25","$68","Consumer",2017-02-05,"Accessories"
"6468","Providence","Office Supplies","$582","$2,079","Home Office",2016-02-12,"Storage"
"6469","Providence","Technology","$176","$630","Home Office",2016-02-12,"Phones"
"6470","Providence","Furniture","$24","$72","Home Office",2016-02-12,"Furnishings"
"6471","Detroit","Technology","$36","$132","Home Office",2015-02-08,"Phones"
"6472","Detroit","Technology","$11","$115","Home Office",2015-02-08,"Accessories"
"6473","Houston","Office Supplies","$34","$100","Home Office",2014-02-06,"Labels"
"6474","Columbia","Office Supplies","$87","$872","Consumer",2016-02-03,"Appliances"
"6475","Philadelphia","Furniture","-$53","$62","Corporate",2014-02-01,"Bookcases"
"6476","Pembroke Pines","Office Supplies","-$3","$5","Consumer",2017-02-06,"Binders"
"6477","Pembroke Pines","Office Supplies","$1","$5","Consumer",2017-02-06,"Appliances"
"6478","Pembroke Pines","Technology","-$3","$206","Consumer",2017-02-06,"Accessories"
"6479","Pembroke Pines","Office Supplies","$5","$16","Consumer",2017-02-06,"Paper"
"6480","Pembroke Pines","Technology","$50","$504","Consumer",2017-02-06,"Phones"
"6481","Pembroke Pines","Office Supplies","$2","$24","Consumer",2017-02-06,"Appliances"
"6482","Pembroke Pines","Furniture","$0","$242","Consumer",2017-02-06,"Bookcases"
"6483","Pembroke Pines","Technology","-$4","$110","Consumer",2017-02-06,"Accessories"
"6484","New York City","Furniture","-$115","$385","Corporate",2017-02-06,"Tables"
"6485","New York City","Technology","$36","$79","Corporate",2017-02-06,"Machines"
"6486","New York City","Office Supplies","$22","$45","Corporate",2017-02-06,"Paper"
"6487","Jacksonville","Office Supplies","$156","$962","Consumer",2015-02-03,"Appliances"
"6488","Jacksonville","Office Supplies","-$10","$13","Consumer",2015-02-03,"Binders"
"6489","Jacksonville","Office Supplies","$96","$295","Consumer",2015-02-03,"Paper"
"6490","New York City","Office Supplies","$16","$32","Consumer",2017-02-09,"Paper"
"6491","Philadelphia","Furniture","$17","$104","Corporate",2014-02-09,"Furnishings"
"6492","Orlando","Furniture","$11","$290","Corporate",2016-02-11,"Bookcases"
"6493","Orlando","Office Supplies","$4","$40","Corporate",2016-02-11,"Storage"
"6494","Orlando","Technology","$24","$245","Corporate",2016-02-11,"Phones"
"6495","Houston","Technology","-$3","$24","Consumer",2017-02-10,"Accessories"
"6496","Houston","Office Supplies","$5","$16","Consumer",2017-02-10,"Paper"
"6497","Houston","Technology","-$3","$26","Consumer",2017-02-10,"Accessories"
"6498","Louisville","Furniture","$6","$21","Home Office",2015-02-07,"Furnishings"
"6499","Louisville","Office Supplies","$62","$135","Home Office",2015-02-07,"Binders"
"6500","Louisville","Technology","$64","$280","Home Office",2015-02-07,"Accessories"
"6501","Louisville","Office Supplies","$41","$90","Home Office",2015-02-07,"Binders"
"6502","Medina","Technology","-$108","$540","Consumer",2014-02-11,"Phones"
"6503","Medina","Technology","-$10","$50","Consumer",2014-02-11,"Phones"
"6504","Medina","Office Supplies","-$13","$19","Consumer",2014-02-11,"Binders"
"6505","New York City","Office Supplies","$349","$1,248","Corporate",2017-02-11,"Storage"
"6506","Chicago","Office Supplies","$0","$5","Corporate",2016-02-06,"Art"
"6507","Philadelphia","Office Supplies","$6","$19","Corporate",2016-02-10,"Paper"
"6508","Philadelphia","Furniture","-$25","$333","Corporate",2016-02-10,"Furnishings"
"6509","New York City","Office Supplies","$137","$280","Corporate",2017-02-12,"Paper"
"6510","New York City","Office Supplies","$18","$50","Corporate",2017-02-12,"Binders"
"6511","New York City","Office Supplies","$17","$34","Corporate",2017-02-12,"Paper"
"6512","San Francisco","Office Supplies","$8","$24","Home Office",2017-02-03,"Art"
"6513","San Francisco","Office Supplies","$6","$12","Home Office",2017-02-03,"Labels"
"6514","San Francisco","Office Supplies","$141","$287","Home Office",2017-02-03,"Paper"
"6515","San Francisco","Technology","$23","$206","Home Office",2017-02-03,"Phones"
"6516","San Francisco","Furniture","$0","$218","Consumer",2017-02-09,"Chairs"
"6517","San Francisco","Furniture","$106","$530","Consumer",2017-02-09,"Furnishings"
"6518","San Francisco","Office Supplies","$42","$99","Consumer",2017-02-09,"Art"
"6519","San Francisco","Office Supplies","$31","$109","Consumer",2017-02-09,"Appliances"
"6520","San Francisco","Office Supplies","$1","$3","Consumer",2017-02-09,"Binders"
"6521","Jackson","Office Supplies","$2,504","$5,444","Consumer",2017-02-01,"Binders"
"6522","Jackson","Furniture","$73","$303","Consumer",2017-02-01,"Chairs"
"6523","Jackson","Office Supplies","$25","$56","Consumer",2017-02-01,"Paper"
"6524","Philadelphia","Office Supplies","$3","$10","Home Office",2016-02-07,"Labels"
"6525","Philadelphia","Technology","-$13","$60","Home Office",2016-02-07,"Phones"
"6526","Philadelphia","Office Supplies","-$5","$6","Home Office",2016-02-07,"Binders"
"6527","Philadelphia","Office Supplies","-$8","$9","Home Office",2016-02-07,"Binders"
"6528","Warwick","Technology","$900","$2,000","Corporate",2016-02-12,"Copiers"
"6529","New York City","Office Supplies","$56","$216","Home Office",2014-02-12,"Storage"
"6530","El Paso","Office Supplies","$2","$7","Home Office",2014-02-02,"Labels"
"6531","El Paso","Office Supplies","-$7","$4","Home Office",2014-02-02,"Binders"
"6532","Rochester","Office Supplies","$3","$9","Consumer",2017-02-12,"Art"
"6533","Rochester","Technology","$30","$143","Consumer",2017-02-12,"Accessories"
"6534","Rochester","Technology","$144","$400","Consumer",2017-02-12,"Accessories"
"6535","Buffalo","Office Supplies","$727","$2,153","Consumer",2014-02-11,"Binders"
"6536","Buffalo","Furniture","-$50","$4,008","Consumer",2014-02-11,"Bookcases"
"6537","Knoxville","Furniture","-$148","$329","Corporate",2014-02-10,"Tables"
"6538","Knoxville","Office Supplies","-$25","$98","Corporate",2014-02-10,"Storage"
"6539","Newark","Technology","$41","$159","Corporate",2015-02-10,"Phones"
"6540","Newark","Furniture","$76","$291","Corporate",2015-02-10,"Chairs"
"6541","Seattle","Office Supplies","$35","$74","Consumer",2017-02-11,"Paper"
"6542","Seattle","Furniture","$24","$140","Consumer",2017-02-11,"Furnishings"
"6543","Seattle","Technology","$11","$108","Consumer",2017-02-11,"Phones"
"6544","Seattle","Office Supplies","$8","$33","Consumer",2017-02-11,"Storage"
"6545","Cleveland","Office Supplies","-$47","$58","Consumer",2017-02-05,"Binders"
"6546","Cleveland","Office Supplies","$2","$5","Consumer",2017-02-05,"Labels"
"6547","Cleveland","Office Supplies","$8","$25","Consumer",2017-02-05,"Paper"
"6548","Elmhurst","Furniture","-$172","$634","Home Office",2014-02-03,"Chairs"
"6549","Elmhurst","Office Supplies","$6","$17","Home Office",2014-02-03,"Paper"
"6550","Lakeville","Furniture","$39","$156","Home Office",2015-02-07,"Chairs"
"6551","New York City","Furniture","$22","$328","Consumer",2015-02-11,"Chairs"
"6552","Los Angeles","Office Supplies","$6","$13","Home Office",2017-02-12,"Paper"
"6553","Los Angeles","Office Supplies","$8","$159","Home Office",2017-02-12,"Storage"
"6554","Chicago","Technology","$72","$320","Home Office",2014-02-10,"Accessories"
"6555","Chicago","Office Supplies","$32","$505","Home Office",2014-02-10,"Storage"
"6556","Chicago","Office Supplies","$1","$4","Home Office",2014-02-10,"Paper"
"6557","Chicago","Office Supplies","-$15","$9","Home Office",2014-02-10,"Binders"
"6558","Chicago","Office Supplies","$8","$24","Home Office",2014-02-10,"Labels"
"6559","Buffalo","Furniture","$169","$1,523","Corporate",2015-02-06,"Chairs"
"6560","Roseville","Office Supplies","$197","$420","Corporate",2016-02-07,"Envelopes"
"6561","Roseville","Office Supplies","$2","$3","Corporate",2016-02-07,"Labels"
"6562","Arlington","Office Supplies","-$91","$34","Corporate",2017-02-03,"Appliances"
"6563","Lawrence","Office Supplies","$8","$16","Consumer",2014-02-05,"Binders"
"6564","Lawrence","Furniture","-$39","$194","Consumer",2014-02-05,"Tables"
"6565","Lawrence","Office Supplies","$3","$9","Consumer",2014-02-05,"Art"
"6566","Lawrence","Furniture","$244","$872","Consumer",2014-02-05,"Chairs"
"6567","Waco","Office Supplies","-$427","$244","Consumer",2017-02-02,"Binders"
"6568","Waco","Office Supplies","$1","$7","Consumer",2017-02-02,"Art"
"6569","Houston","Office Supplies","$1","$3","Consumer",2014-02-04,"Art"
"6570","Houston","Furniture","-$18","$317","Consumer",2014-02-04,"Chairs"
"6571","Houston","Office Supplies","$50","$149","Consumer",2014-02-04,"Envelopes"
"6572","Houston","Technology","$28","$228","Consumer",2014-02-04,"Accessories"
"6573","Seattle","Office Supplies","$6","$12","Consumer",2016-02-05,"Paper"
"6574","Plainfield","Office Supplies","$68","$563","Corporate",2016-02-11,"Storage"
"6575","Plainfield","Technology","$118","$320","Corporate",2016-02-11,"Machines"
"6576","Los Angeles","Technology","$441","$1,049","Consumer",2017-02-03,"Accessories"
"6577","Los Angeles","Furniture","-$17","$170","Consumer",2017-02-03,"Chairs"
"6578","Arlington","Technology","$50","$174","Consumer",2015-02-12,"Phones"
"6579","Seattle","Technology","$76","$1,008","Consumer",2014-02-08,"Phones"
"6580","Seattle","Office Supplies","$3","$7","Consumer",2016-02-10,"Paper"
"6581","Seattle","Office Supplies","$2","$8","Consumer",2016-02-10,"Art"
"6582","Seattle","Furniture","$31","$102","Consumer",2016-02-10,"Furnishings"
"6583","Edmonds","Technology","$86","$180","Corporate",2016-02-08,"Accessories"
"6584","Salem","Office Supplies","$30","$102","Consumer",2017-02-07,"Art"
"6585","Salem","Technology","$68","$272","Consumer",2017-02-07,"Phones"
"6586","Salem","Furniture","$4","$9","Consumer",2017-02-07,"Furnishings"
"6587","Salem","Office Supplies","$6","$20","Consumer",2017-02-07,"Art"
"6588","Salem","Furniture","$70","$303","Consumer",2017-02-07,"Bookcases"
"6589","Salem","Office Supplies","$7","$15","Consumer",2017-02-07,"Binders"
"6590","Salem","Office Supplies","$12","$232","Consumer",2017-02-07,"Supplies"
"6591","Delray Beach","Office Supplies","$3","$10","Consumer",2014-02-03,"Labels"
"6592","San Francisco","Office Supplies","$10","$35","Corporate",2015-02-04,"Art"
"6593","San Francisco","Technology","$2","$20","Corporate",2015-02-04,"Phones"
"6594","New York City","Office Supplies","$12","$34","Consumer",2016-02-06,"Binders"
"6595","Indianapolis","Office Supplies","$35","$126","Corporate",2015-02-05,"Art"
"6596","Columbus","Office Supplies","-$8","$12","Corporate",2017-02-04,"Binders"
"6597","Columbus","Office Supplies","$2","$5","Corporate",2017-02-04,"Paper"
"6598","Jacksonville","Office Supplies","-$1","$1","Consumer",2014-02-06,"Binders"
"6599","Jacksonville","Office Supplies","$22","$62","Consumer",2014-02-06,"Paper"
"6600","Clinton","Furniture","$24","$61","Corporate",2014-02-12,"Furnishings"
"6601","Clinton","Office Supplies","$73","$147","Corporate",2014-02-12,"Paper"
"6602","Clinton","Furniture","$65","$240","Corporate",2014-02-12,"Chairs"
"6603","Clinton","Office Supplies","$7","$16","Corporate",2014-02-12,"Labels"
"6604","Commerce City","Office Supplies","-$33","$146","Consumer",2017-02-06,"Storage"
"6605","Santa Ana","Office Supplies","$0","$6","Consumer",2016-02-05,"Fasteners"
"6606","Santa Ana","Office Supplies","$22","$45","Consumer",2016-02-05,"Paper"
"6607","Santa Ana","Technology","$24","$211","Consumer",2016-02-05,"Phones"
"6608","Santa Ana","Furniture","-$85","$485","Consumer",2016-02-05,"Chairs"
"6609","Santa Ana","Technology","$116","$372","Consumer",2016-02-05,"Machines"
"6610","Clinton","Office Supplies","$25","$90","Corporate",2015-02-03,"Storage"
"6611","Los Angeles","Office Supplies","$6","$19","Corporate",2016-02-10,"Binders"
"6612","Louisville","Furniture","$52","$192","Consumer",2015-02-04,"Chairs"
"6613","Louisville","Office Supplies","$10","$21","Consumer",2015-02-04,"Binders"
"6614","Louisville","Technology","$132","$470","Consumer",2015-02-04,"Phones"
"6615","Louisville","Furniture","$36","$210","Consumer",2015-02-04,"Furnishings"
"6616","Los Angeles","Furniture","$14","$240","Consumer",2016-02-06,"Bookcases"
"6617","Los Angeles","Office Supplies","$11","$23","Consumer",2016-02-06,"Labels"
"6618","Los Angeles","Office Supplies","$108","$220","Consumer",2016-02-06,"Paper"
"6619","Springfield","Office Supplies","$16","$32","Corporate",2017-02-01,"Paper"
"6620","Springfield","Office Supplies","$55","$210","Corporate",2017-02-01,"Art"
"6621","Springfield","Office Supplies","$83","$4,164","Corporate",2017-02-01,"Supplies"
"6622","Springfield","Furniture","$53","$213","Corporate",2017-02-01,"Bookcases"
