"","City","Category","Profit","Sales","Segment"
"5942","Los Angeles","Office Supplies","$2","$6","Consumer"
"5943","Los Angeles","Technology","$18","$211","Consumer"
"5944","Los Angeles","Furniture","$3","$6","Corporate"
"5945","Los Angeles","Technology","$30","$95","Corporate"
"5946","Los Angeles","Office Supplies","$12","$26","Corporate"
"5947","Los Angeles","Office Supplies","$13","$49","Corporate"
"5948","Des Moines","Office Supplies","$13","$26","Home Office"
"5949","Southaven","Office Supplies","$20","$43","Corporate"
"5950","Southaven","Technology","$126","$300","Corporate"
"5951","Southaven","Office Supplies","$79","$262","Corporate"
"5952","Southaven","Office Supplies","$112","$234","Corporate"
"5953","Houston","Office Supplies","$7","$21","Home Office"
"5954","New York City","Office Supplies","$3","$11","Corporate"
"5955","Reading","Furniture","$8","$24","Corporate"
"5956","Reading","Furniture","-$251","$522","Corporate"
"5957","San Francisco","Office Supplies","$7","$677","Corporate"
"5958","San Francisco","Office Supplies","$40","$155","Corporate"
"5959","San Francisco","Office Supplies","$15","$31","Corporate"
"5960","San Francisco","Furniture","$77","$770","Corporate"
"5961","Los Angeles","Furniture","$7","$21","Corporate"
"5962","Los Angeles","Technology","$58","$576","Home Office"
"5963","Los Angeles","Office Supplies","$2","$8","Home Office"
"5964","Los Angeles","Office Supplies","$56","$124","Home Office"
"5965","San Francisco","Office Supplies","$5","$17","Corporate"
"5966","San Francisco","Office Supplies","$63","$227","Corporate"
"5967","San Francisco","Technology","$11","$108","Corporate"
"5968","New York City","Office Supplies","$40","$82","Home Office"
"5969","San Diego","Office Supplies","$50","$105","Consumer"
"5970","San Diego","Office Supplies","$3","$9","Consumer"
"5971","San Diego","Office Supplies","$10","$20","Consumer"
"5972","San Diego","Furniture","$15","$43","Consumer"
"5973","New York City","Furniture","$30","$241","Consumer"
"5974","New York City","Office Supplies","$124","$415","Home Office"
"5975","Charlotte","Office Supplies","-$68","$388","Consumer"
"5976","Overland Park","Office Supplies","$94","$360","Corporate"
"5977","Overland Park","Office Supplies","$6","$14","Corporate"
"5978","Mesa","Technology","$35","$552","Consumer"
"5979","Tulsa","Furniture","$112","$430","Home Office"
"5980","Tulsa","Office Supplies","$15","$32","Home Office"
"5981","Tulsa","Furniture","$45","$162","Home Office"
"5982","Tulsa","Office Supplies","$6","$20","Home Office"
"5983","New York City","Office Supplies","$6","$13","Consumer"
"5984","Philadelphia","Office Supplies","$6","$21","Consumer"
"5985","Hattiesburg","Furniture","$76","$186","Consumer"
"5986","Hattiesburg","Office Supplies","$36","$78","Consumer"
"5987","Hattiesburg","Office Supplies","$1","$88","Consumer"
"5988","Hattiesburg","Office Supplies","$121","$246","Consumer"
"5989","Hattiesburg","Office Supplies","$4","$9","Consumer"
"5990","Hattiesburg","Furniture","$126","$505","Consumer"
"5991","Los Angeles","Office Supplies","$884","$2,357","Consumer"
"5992","Los Angeles","Technology","$32","$370","Consumer"
"5993","Los Angeles","Furniture","-$21","$185","Consumer"
"5994","Columbus","Office Supplies","-$4","$65","Corporate"
"5995","Columbus","Office Supplies","$2","$14","Corporate"
"5996","Columbus","Furniture","-$138","$458","Corporate"
"5997","Columbus","Office Supplies","$24","$387","Corporate"
"5998","Columbus","Furniture","-$148","$329","Corporate"
"5999","Caldwell","Furniture","$4","$338","Corporate"
"6000","Caldwell","Office Supplies","$12","$26","Corporate"
"6001","Caldwell","Office Supplies","$42","$91","Corporate"
"6002","Phoenix","Furniture","$8","$88","Corporate"
"6003","Phoenix","Office Supplies","-$4","$5","Corporate"
"6004","Miami","Office Supplies","-$9","$12","Consumer"
"6005","Los Angeles","Furniture","$8","$20","Consumer"
"6006","Troy","Furniture","$9","$110","Consumer"
"6007","New Bedford","Technology","$4","$129","Corporate"
"6008","Florence","Furniture","$22","$128","Corporate"
"6009","Los Angeles","Office Supplies","$32","$69","Consumer"
"6010","Los Angeles","Office Supplies","$14","$75","Consumer"
"6011","Los Angeles","Technology","$287","$2,549","Consumer"
"6012","Los Angeles","Office Supplies","$122","$271","Consumer"
"6013","Los Angeles","Technology","$36","$288","Consumer"
"6014","Los Angeles","Office Supplies","$7","$15","Home Office"
"6015","Los Angeles","Technology","$364","$4,159","Home Office"
"6016","Los Angeles","Furniture","$16","$92","Corporate"
"6017","Los Angeles","Furniture","$13","$33","Corporate"
"6018","Los Angeles","Office Supplies","$9","$19","Corporate"
"6019","Los Angeles","Office Supplies","$27","$55","Corporate"
"6020","Columbus","Office Supplies","$11","$92","Consumer"
"6021","Kenner","Office Supplies","$5","$17","Consumer"
"6022","Kenner","Technology","$15","$72","Consumer"
"6023","Cedar Hill","Office Supplies","$2","$7","Consumer"
"6024","Providence","Technology","$5","$70","Corporate"
"6025","Lancaster","Office Supplies","$65","$646","Consumer"
"6026","Lancaster","Office Supplies","$4","$10","Consumer"
"6027","Seattle","Office Supplies","$0","$8","Corporate"
"6028","Seattle","Technology","$25","$72","Corporate"
"6029","Jacksonville","Office Supplies","$6","$18","Consumer"
"6030","Los Angeles","Office Supplies","$3","$10","Consumer"
"6031","Miami","Furniture","$24","$239","Consumer"
"6032","Nashua","Furniture","$7","$21","Corporate"
"6033","New York City","Office Supplies","$15","$55","Consumer"
"6034","Los Angeles","Furniture","$5","$15","Home Office"
"6035","Carrollton","Office Supplies","-$53","$20","Consumer"
"6036","Carrollton","Office Supplies","-$512","$310","Consumer"
"6037","Georgetown","Furniture","$17","$43","Consumer"
"6038","Georgetown","Office Supplies","$55","$114","Consumer"
"6039","Georgetown","Office Supplies","$5","$130","Consumer"
"6040","Georgetown","Office Supplies","$3","$5","Consumer"
"6041","Los Angeles","Technology","$75","$859","Corporate"
"6042","Los Angeles","Technology","$177","$506","Corporate"
"6043","Sierra Vista","Furniture","$4","$14","Consumer"
"6044","Knoxville","Furniture","-$35","$314","Corporate"
"6045","Knoxville","Office Supplies","$10","$28","Corporate"
"6046","Tucson","Furniture","$89","$238","Corporate"
"6047","Minneapolis","Furniture","$173","$693","Home Office"
"6048","Miami","Office Supplies","-$13","$16","Corporate"
"6049","Miami","Office Supplies","-$1,032","$1,345","Corporate"
"6050","Houston","Office Supplies","$54","$173","Consumer"
"6051","Milwaukee","Office Supplies","$16","$58","Consumer"
"6052","Milwaukee","Office Supplies","$76","$272","Consumer"
"6053","Lancaster","Office Supplies","$4","$12","Home Office"
"6054","Lancaster","Furniture","$8","$28","Home Office"
"6055","Lancaster","Office Supplies","-$10","$12","Home Office"
"6056","Edinburg","Office Supplies","-$3","$2","Consumer"
"6057","Edinburg","Office Supplies","$30","$84","Consumer"
"6058","New York City","Office Supplies","$5","$11","Home Office"
"6059","New York City","Office Supplies","$17","$36","Home Office"
"6060","Philadelphia","Technology","$7","$28","Consumer"
"6061","Rochester","Office Supplies","$38","$142","Home Office"
"6062","Rochester","Office Supplies","$6","$15","Home Office"
"6063","San Diego","Technology","$225","$1,200","Consumer"
"6064","San Diego","Office Supplies","$6","$13","Consumer"
"6065","San Diego","Office Supplies","$8","$18","Consumer"
"6066","Philadelphia","Office Supplies","$8","$24","Consumer"
"6067","Bartlett","Office Supplies","$10","$89","Consumer"
"6068","Lakewood","Furniture","-$97","$518","Home Office"
"6069","Lakewood","Furniture","$3","$7","Home Office"
"6070","Lakewood","Technology","$39","$343","Home Office"
"6071","Philadelphia","Office Supplies","$6","$18","Corporate"
"6072","Austin","Office Supplies","-$27","$153","Consumer"
"6073","Austin","Office Supplies","$1","$3","Consumer"
"6074","Austin","Office Supplies","-$1","$6","Consumer"
"6075","Los Angeles","Office Supplies","$52","$154","Corporate"
"6076","Los Angeles","Office Supplies","$3","$271","Corporate"
"6077","New York City","Technology","$206","$469","Consumer"
"6078","New York City","Technology","$30","$72","Consumer"
"6079","New York City","Office Supplies","$3","$11","Consumer"
"6080","New York City","Furniture","$61","$192","Consumer"
"6081","Houston","Office Supplies","$8","$151","Home Office"
"6082","Lubbock","Furniture","-$11","$25","Consumer"
"6083","Houston","Office Supplies","-$10","$6","Consumer"
"6084","Houston","Office Supplies","$3","$24","Consumer"
"6085","Houston","Technology","-$1","$24","Consumer"
"6086","Houston","Office Supplies","$1","$2","Consumer"
"6087","Houston","Office Supplies","-$7","$4","Consumer"
"6088","Costa Mesa","Furniture","$13","$29","Consumer"
"6089","Roswell","Office Supplies","$3","$6","Corporate"
"6090","Loveland","Office Supplies","-$1","$1","Corporate"
"6091","New York City","Furniture","$18","$273","Consumer"
"6092","New York City","Technology","$96","$213","Consumer"
"6093","New York City","Office Supplies","$18","$39","Consumer"
"6094","New York City","Technology","$22","$73","Consumer"
"6095","New York City","Office Supplies","$13","$45","Consumer"
"6096","New York City","Office Supplies","$6","$14","Consumer"
"6097","New York City","Furniture","$8","$81","Consumer"
"6098","New York City","Office Supplies","$4","$12","Consumer"
"6099","New York City","Office Supplies","$2","$4","Consumer"
"6100","New York City","Furniture","$610","$2,888","Consumer"
"6101","New York City","Technology","$351","$1,300","Consumer"
"6102","New York City","Furniture","$376","$2,254","Consumer"
"6103","New York City","Technology","$28","$105","Consumer"
"6104","New York City","Technology","$20","$60","Consumer"
"6105","Philadelphia","Furniture","-$84","$315","Home Office"
"6106","Miami","Office Supplies","$4","$14","Corporate"
"6107","Grand Prairie","Office Supplies","-$50","$19","Consumer"
"6108","Grand Prairie","Technology","-$8","$65","Consumer"
"6109","Chicago","Office Supplies","$2","$6","Consumer"
"6110","Chicago","Office Supplies","-$3","$2","Consumer"
"6111","Parma","Furniture","-$21","$1,475","Consumer"
"6112","Parma","Office Supplies","$33","$110","Consumer"
"6113","Parma","Office Supplies","$5","$17","Consumer"
"6114","Parma","Furniture","$0","$1,537","Consumer"
"6115","Parma","Furniture","-$13","$449","Consumer"
"6116","Redwood City","Office Supplies","$14","$42","Corporate"
"6117","New York City","Technology","$593","$2,280","Home Office"
"6118","New York City","Office Supplies","$7","$15","Home Office"
"6119","Springfield","Technology","$19","$192","Corporate"
"6120","Springfield","Office Supplies","$7","$24","Corporate"
"6121","Springfield","Furniture","$61","$409","Corporate"
"6122","Springfield","Furniture","-$128","$73","Corporate"
"6123","Chicago","Office Supplies","$5","$62","Consumer"
"6124","Bedford","Office Supplies","$7","$21","Home Office"
"6125","Los Angeles","Technology","$9","$45","Corporate"
"6126","Los Angeles","Office Supplies","$5","$12","Corporate"
"6127","Los Angeles","Office Supplies","$1","$4","Corporate"
"6128","New York City","Furniture","$55","$328","Consumer"
"6129","San Francisco","Office Supplies","$19","$49","Corporate"
"6130","Virginia Beach","Technology","$21","$53","Home Office"
"6131","Virginia Beach","Office Supplies","$1","$4","Home Office"
"6132","New York City","Furniture","$162","$767","Home Office"
"6133","Lebanon","Office Supplies","$59","$164","Consumer"
"6134","Los Angeles","Furniture","$12","$161","Corporate"
"6135","Chula Vista","Office Supplies","$56","$193","Consumer"
"6136","Mcallen","Technology","$3","$28","Home Office"
"6137","Mcallen","Office Supplies","-$187","$73","Home Office"
"6138","Hollywood","Office Supplies","$11","$32","Consumer"
"6139","San Francisco","Furniture","-$12","$206","Consumer"
"6140","Santa Maria","Office Supplies","$30","$115","Consumer"
"6141","Manchester","Office Supplies","$135","$275","Consumer"
"6142","Manchester","Office Supplies","$4","$196","Consumer"
"6143","Manchester","Technology","$75","$258","Consumer"
"6144","Manchester","Office Supplies","$49","$119","Consumer"
"6145","Omaha","Office Supplies","$9","$20","Consumer"
"6146","San Jose","Office Supplies","$3","$12","Consumer"
"6147","San Francisco","Office Supplies","$3","$12","Corporate"
"6148","San Francisco","Office Supplies","$15","$41","Corporate"
"6149","San Francisco","Technology","$13","$202","Consumer"
"6150","Long Beach","Furniture","-$34","$341","Corporate"
"6151","Columbus","Furniture","$89","$355","Consumer"
"6152","San Francisco","Furniture","$70","$1,198","Home Office"
"6153","Los Angeles","Office Supplies","$1","$88","Consumer"
"6154","Philadelphia","Furniture","$10","$52","Corporate"
"6155","Philadelphia","Office Supplies","$6","$51","Corporate"
"6156","Philadelphia","Office Supplies","$33","$333","Corporate"
"6157","Philadelphia","Furniture","$10","$42","Corporate"
"6158","Tulsa","Office Supplies","$38","$82","Consumer"
"6159","Tulsa","Technology","$23","$167","Consumer"
"6160","Los Angeles","Office Supplies","$108","$773","Consumer"
"6161","Lakeland","Technology","$28","$324","Corporate"
"6162","Lakeland","Office Supplies","$4","$12","Corporate"
"6163","Lakeland","Office Supplies","$2","$26","Corporate"
"6164","Lakeland","Office Supplies","-$26","$34","Corporate"
"6165","Lakeland","Furniture","$1","$5","Corporate"
"6166","Lakeland","Furniture","$6","$20","Corporate"
"6167","Lakeland","Technology","$53","$170","Corporate"
"6168","Houston","Office Supplies","$44","$117","Consumer"
"6169","Los Angeles","Office Supplies","$11","$23","Corporate"
"6170","Springfield","Office Supplies","$6","$13","Consumer"
"6171","New York City","Office Supplies","$12","$34","Corporate"
"6172","New York City","Office Supplies","$1","$4","Corporate"
"6173","Springfield","Office Supplies","$13","$27","Home Office"
"6174","Springfield","Technology","$9","$21","Home Office"
"6175","Springfield","Office Supplies","$226","$838","Home Office"
"6176","Columbia","Furniture","$423","$1,690","Consumer"
"6177","Columbia","Office Supplies","$24","$86","Consumer"
"6178","Columbia","Office Supplies","$57","$122","Consumer"
"6179","Columbia","Office Supplies","$12","$24","Consumer"
"6180","Columbia","Office Supplies","$6","$64","Consumer"
"6181","Columbia","Technology","$176","$630","Consumer"
"6182","Columbia","Technology","$33","$114","Consumer"
"6183","Columbia","Office Supplies","$7","$15","Consumer"
"6184","Columbia","Office Supplies","$18","$888","Consumer"
"6185","Portland","Furniture","$25","$404","Home Office"
"6186","Philadelphia","Office Supplies","$11","$107","Consumer"
"6187","New York City","Office Supplies","$21","$71","Corporate"
"6188","New York City","Office Supplies","$12","$35","Corporate"
"6189","New York City","Office Supplies","$36","$119","Corporate"
"6190","Des Plaines","Technology","$48","$384","Consumer"
"6191","New York City","Furniture","$208","$800","Consumer"
"6192","Seattle","Office Supplies","$8","$31","Consumer"
"6193","Houston","Office Supplies","$9","$26","Consumer"
"6194","Houston","Office Supplies","-$10","$6","Consumer"
"6195","Houston","Office Supplies","$27","$76","Consumer"
