"","City","Category","Profit","Sales","Segment","Order Date","Ship Date"
"5530","Cedar Hill","Office Supplies","$40","$115","Corporate",2017-02-08,"43047"
"5531","Omaha","Technology","$744","$2,480","Consumer",2017-02-12,"42898"
"5532","Little Rock","Technology","$76","$180","Consumer",2016-02-06,"42557"
"5533","Little Rock","Technology","$5","$27","Consumer",2016-02-06,"42557"
"5534","Little Rock","Technology","$129","$323","Consumer",2016-02-06,"42557"
"5535","Little Rock","Office Supplies","$28","$60","Consumer",2016-02-06,"42557"
"5536","Little Rock","Office Supplies","$31","$64","Consumer",2016-02-06,"42557"
"5537","Little Rock","Office Supplies","$6","$12","Consumer",2016-02-06,"42557"
"5538","Little Rock","Office Supplies","$6","$13","Consumer",2016-02-06,"42557"
"5539","Norfolk","Office Supplies","$8","$17","Consumer",2015-02-04,"4/20/2015"
"5540","Chicago","Furniture","-$55","$182","Consumer",2017-02-05,"5/26/2017"
"5541","Chicago","Office Supplies","-$3","$2","Consumer",2017-02-05,"5/26/2017"
"5542","Chicago","Office Supplies","$3","$22","Consumer",2017-02-05,"5/26/2017"
"5543","Tucson","Furniture","-$219","$456","Corporate",2016-02-12,"12/25/2016"
"5544","Tucson","Office Supplies","-$8","$10","Corporate",2016-02-12,"12/25/2016"
"5545","Tucson","Office Supplies","-$4","$5","Corporate",2016-02-12,"12/25/2016"
"5546","Concord","Office Supplies","$18","$67","Home Office",2017-02-09,"9/26/2017"
"5547","Draper","Furniture","$11","$25","Consumer",2017-02-09,"42956"
"5548","Draper","Technology","$47","$127","Consumer",2017-02-09,"42956"
"5549","San Francisco","Office Supplies","$12","$44","Consumer",2014-02-11,"41651"
"5550","San Francisco","Technology","$35","$140","Consumer",2014-02-11,"41651"
"5551","Houston","Office Supplies","$0","$3","Corporate",2014-02-11,"11/16/2014"
"5552","Houston","Office Supplies","-$3","$17","Corporate",2014-02-11,"11/16/2014"
"5553","Houston","Technology","$21","$80","Corporate",2014-02-11,"11/16/2014"
"5554","Houston","Office Supplies","$13","$36","Corporate",2014-02-11,"11/16/2014"
"5555","Houston","Furniture","-$13","$68","Corporate",2014-02-11,"11/16/2014"
"5556","Montgomery","Furniture","$3","$10","Corporate",2017-02-10,"42896"
"5557","Jackson","Furniture","$2","$6","Corporate",2015-02-12,"12/18/2015"
"5558","Jackson","Office Supplies","$16","$56","Corporate",2015-02-12,"12/18/2015"
"5559","North Las Vegas","Office Supplies","$3","$6","Consumer",2015-02-12,"42289"
"5560","North Las Vegas","Office Supplies","$239","$1,326","Consumer",2015-02-12,"42289"
"5561","North Las Vegas","Office Supplies","$7","$15","Consumer",2015-02-12,"42289"
"5562","Atlanta","Office Supplies","$17","$35","Corporate",2017-02-03,"42770"
"5563","Atlanta","Technology","$1,440","$3,000","Corporate",2017-02-03,"42770"
"5564","Atlanta","Office Supplies","$31","$64","Corporate",2017-02-03,"42770"
"5565","Chicago","Office Supplies","$2","$19","Home Office",2017-02-03,"3/13/2017"
"5566","Chicago","Technology","$9","$210","Home Office",2017-02-03,"3/13/2017"
"5567","Chicago","Office Supplies","$2","$30","Home Office",2017-02-03,"3/13/2017"
"5568","Chicago","Furniture","-$3","$90","Home Office",2017-02-03,"3/13/2017"
"5569","Chicago","Technology","$336","$960","Home Office",2017-02-03,"3/13/2017"
"5570","Chicago","Office Supplies","$6","$16","Home Office",2017-02-03,"3/13/2017"
"5571","Chicago","Technology","-$7","$34","Home Office",2017-02-03,"3/13/2017"
"5572","Columbus","Office Supplies","$36","$98","Corporate",2014-02-12,"41894"
"5573","Columbus","Office Supplies","-$24","$30","Corporate",2014-02-12,"41894"
"5574","Columbus","Office Supplies","$6","$17","Corporate",2014-02-12,"41894"
"5575","Columbus","Technology","-$9","$37","Corporate",2014-02-12,"41894"
"5576","Columbus","Technology","-$45","$180","Corporate",2014-02-12,"41894"
"5577","Pasadena","Furniture","$123","$384","Consumer",2016-02-12,"12/16/2016"
"5578","Pasadena","Office Supplies","$16","$57","Consumer",2016-02-12,"12/16/2016"
"5579","Los Angeles","Office Supplies","$2","$7","Consumer",2017-02-09,"9/14/2017"
"5580","Los Angeles","Furniture","-$15","$244","Consumer",2017-02-09,"9/14/2017"
"5581","Los Angeles","Office Supplies","$23","$48","Consumer",2017-02-09,"9/14/2017"
"5582","Clinton","Furniture","$9","$20","Home Office",2017-02-10,"42957"
"5583","New York City","Office Supplies","$3","$8","Home Office",2016-02-05,"5/13/2016"
"5584","San Diego","Furniture","$2","$6","Consumer",2014-02-12,"12/19/2014"
"5585","New York City","Office Supplies","$2","$84","Home Office",2017-02-11,"42837"
"5586","New York City","Technology","$164","$546","Home Office",2017-02-11,"42837"
"5587","New York City","Office Supplies","$5","$269","Home Office",2017-02-11,"42837"
"5588","Lancaster","Office Supplies","$4","$11","Consumer",2015-02-03,"3/20/2015"
"5589","Great Falls","Office Supplies","$2","$6","Home Office",2014-02-07,"7/24/2014"
"5590","San Francisco","Office Supplies","$10","$34","Consumer",2016-02-12,"42686"
"5591","San Francisco","Office Supplies","$81","$352","Consumer",2016-02-12,"42686"
"5592","Lakewood","Furniture","$27","$246","Corporate",2014-02-10,"10/18/2014"
"5593","Lakewood","Office Supplies","$9","$19","Corporate",2014-02-10,"10/18/2014"
"5594","Cleveland","Office Supplies","-$46","$60","Consumer",2017-02-11,"11/25/2017"
"5595","Lawrence","Technology","$110","$392","Corporate",2017-02-09,"9/24/2017"
"5596","Lawrence","Technology","$131","$438","Corporate",2017-02-09,"9/24/2017"
"5597","Concord","Office Supplies","$32","$69","Consumer",2015-02-09,"9/29/2015"
"5598","Baltimore","Office Supplies","$7","$25","Consumer",2017-02-02,"2/20/2017"
"5599","Baltimore","Office Supplies","$3","$11","Consumer",2017-02-02,"2/20/2017"
"5600","Columbus","Office Supplies","$4","$56","Consumer",2014-02-10,"41708"
"5601","Columbus","Office Supplies","$5","$14","Consumer",2014-02-10,"41708"
"5602","Columbus","Technology","-$4","$142","Consumer",2014-02-10,"41708"
"5603","Houston","Office Supplies","$1","$14","Corporate",2016-02-08,"8/29/2016"
"5604","Houston","Office Supplies","$28","$80","Corporate",2016-02-08,"8/29/2016"
"5605","New York City","Office Supplies","$207","$590","Corporate",2015-02-12,"42197"
"5606","Greensboro","Furniture","$1","$17","Corporate",2016-02-09,"9/25/2016"
"5607","Greensboro","Furniture","-$11","$98","Corporate",2016-02-09,"9/25/2016"
"5608","New York City","Office Supplies","$3","$11","Consumer",2017-02-03,"3/31/2017"
"5609","San Francisco","Office Supplies","$2","$8","Consumer",2015-02-12,"42320"
"5610","Monroe","Technology","$218","$660","Consumer",2017-02-08,"42864"
"5611","Cincinnati","Technology","-$5","$53","Consumer",2015-02-10,"42195"
"5612","Seattle","Technology","$371","$844","Corporate",2017-02-08,"8/22/2017"
"5613","Seattle","Technology","$224","$1,496","Corporate",2017-02-08,"8/22/2017"
"5614","New York City","Office Supplies","$6","$118","Consumer",2016-02-02,"42553"
"5615","New York City","Office Supplies","$9","$21","Corporate",2016-02-08,"8/27/2016"
"5616","New York City","Office Supplies","$281","$1,041","Corporate",2016-02-08,"8/27/2016"
"5617","New York City","Office Supplies","$8","$29","Corporate",2016-02-08,"8/27/2016"
"5618","Memphis","Furniture","$5","$20","Corporate",2017-02-06,"42832"
"5619","San Diego","Office Supplies","$9","$444","Consumer",2015-02-09,"9/21/2015"
"5620","La Crosse","Technology","$175","$500","Corporate",2016-02-09,"9/30/2016"
"5621","La Crosse","Office Supplies","$1","$3","Corporate",2016-02-09,"9/30/2016"
"5622","La Crosse","Furniture","$50","$202","Corporate",2016-02-09,"9/30/2016"
"5623","La Crosse","Furniture","$17","$69","Corporate",2016-02-09,"9/30/2016"
"5624","Los Angeles","Technology","$21","$100","Corporate",2016-02-10,"10/28/2016"
"5625","Los Angeles","Technology","$22","$360","Corporate",2016-02-10,"10/28/2016"
"5626","Seattle","Furniture","$3","$6","Home Office",2014-02-09,"41649"
"5627","Seattle","Furniture","$399","$2,349","Home Office",2014-02-09,"41649"
"5628","Miami","Office Supplies","$5","$14","Corporate",2017-02-06,"42742"
"5629","Miami","Furniture","-$14","$274","Corporate",2017-02-06,"42742"
"5630","Philadelphia","Furniture","-$340","$815","Home Office",2016-02-08,"8/23/2016"
"5631","Chesapeake","Technology","$103","$234","Consumer",2014-02-02,"2/15/2014"
"5632","Chesapeake","Furniture","$75","$1,256","Consumer",2014-02-02,"2/15/2014"
"5633","Chesapeake","Office Supplies","$8","$17","Consumer",2014-02-02,"2/15/2014"
"5634","New York City","Office Supplies","$4","$11","Home Office",2016-02-09,"9/28/2016"
"5635","Ann Arbor","Office Supplies","$76","$153","Home Office",2015-02-12,"42167"
"5636","La Mesa","Office Supplies","$29","$83","Home Office",2017-02-09,"42956"
"5637","La Mesa","Technology","$85","$285","Home Office",2017-02-09,"42956"
"5638","Dearborn","Furniture","$23","$61","Corporate",2017-02-03,"42770"
"5639","San Diego","Furniture","$149","$1,326","Consumer",2014-02-12,"12/27/2014"
"5640","San Diego","Furniture","$36","$572","Consumer",2014-02-12,"12/27/2014"
"5641","Lakewood","Office Supplies","$10","$29","Home Office",2014-02-09,"9/28/2014"
"5642","Meriden","Office Supplies","$3","$11","Home Office",2017-02-04,"42859"
"5643","Columbus","Furniture","$3","$7","Home Office",2016-02-04,"42494"
"5644","Roswell","Office Supplies","$9","$18","Corporate",2015-02-05,"5/20/2015"
"5645","Seattle","Office Supplies","$11","$35","Home Office",2017-02-03,"3/26/2017"
"5646","Morristown","Furniture","$20","$74","Corporate",2017-02-04,"4/19/2017"
"5647","Alexandria","Furniture","$69","$192","Corporate",2015-02-01,"42248"
"5648","Salt Lake City","Office Supplies","$9","$19","Consumer",2017-02-11,"42927"
"5649","Apple Valley","Office Supplies","$16","$32","Corporate",2017-02-07,"7/19/2017"
"5650","Apple Valley","Office Supplies","$29","$58","Corporate",2017-02-07,"7/19/2017"
"5651","Apple Valley","Office Supplies","$0","$11","Corporate",2017-02-07,"7/19/2017"
"5652","Apple Valley","Furniture","$211","$1,194","Corporate",2017-02-07,"7/19/2017"
"5653","New York City","Office Supplies","$20","$41","Corporate",2017-02-10,"43049"
"5654","Long Beach","Office Supplies","$1","$3","Corporate",2014-02-11,"41954"
"5655","Salem","Office Supplies","-$30","$45","Home Office",2016-02-12,"12/21/2016"
"5656","Salem","Office Supplies","$2","$19","Home Office",2016-02-12,"12/21/2016"
"5657","Salem","Office Supplies","$4","$12","Home Office",2016-02-12,"12/21/2016"
"5658","Salem","Technology","-$8","$113","Home Office",2016-02-12,"12/21/2016"
"5659","Salem","Furniture","-$264","$377","Home Office",2016-02-12,"12/21/2016"
"5660","Salem","Office Supplies","$5","$16","Home Office",2016-02-12,"12/21/2016"
"5661","Salem","Technology","-$7","$29","Home Office",2016-02-12,"12/21/2016"
"5662","Aurora","Furniture","$8","$21","Home Office",2016-02-09,"42379"
"5663","Aurora","Office Supplies","-$96","$511","Home Office",2016-02-09,"42379"
"5664","Newark","Office Supplies","$1","$19","Corporate",2016-02-07,"7/21/2016"
"5665","Newark","Office Supplies","-$8","$11","Corporate",2016-02-07,"7/21/2016"
"5666","Newark","Office Supplies","$4","$67","Corporate",2016-02-07,"7/21/2016"
"5667","Newark","Office Supplies","$9","$99","Corporate",2016-02-07,"7/21/2016"
"5668","Seattle","Office Supplies","$7","$15","Consumer",2016-02-06,"6/15/2016"
"5669","Seattle","Office Supplies","$18","$54","Consumer",2016-02-06,"6/15/2016"
"5670","Seattle","Technology","$133","$390","Consumer",2016-02-06,"6/15/2016"
"5671","Pocatello","Furniture","$92","$355","Consumer",2015-02-06,"42314"
"5672","Pocatello","Technology","$9","$140","Consumer",2015-02-06,"42314"
"5673","Dallas","Office Supplies","$6","$16","Corporate",2017-02-10,"42805"
"5674","Dallas","Office Supplies","$3","$8","Corporate",2017-02-10,"42805"
"5675","Seattle","Office Supplies","$6","$13","Consumer",2016-02-01,"1/27/2016"
"5676","Seattle","Technology","$6","$57","Corporate",2014-02-05,"41676"
"5677","Seattle","Technology","$2","$28","Corporate",2014-02-05,"41676"
"5678","Chicago","Furniture","-$51","$39","Consumer",2014-02-12,"42125"
"5679","Holland","Office Supplies","$9","$20","Home Office",2016-02-07,"42437"
"5680","Holland","Office Supplies","$54","$110","Home Office",2016-02-07,"42437"
"5681","Broken Arrow","Office Supplies","$3","$6","Consumer",2016-02-09,"9/30/2016"
"5682","Broken Arrow","Office Supplies","$3","$6","Consumer",2016-02-09,"9/30/2016"
"5683","Athens","Office Supplies","$7","$16","Consumer",2014-02-04,"41855"
"5684","Athens","Technology","$294","$1,050","Consumer",2014-02-04,"41855"
"5685","Athens","Office Supplies","$40","$155","Consumer",2014-02-04,"41855"
"5686","Seattle","Office Supplies","$36","$98","Consumer",2015-02-11,"42135"
"5687","Apopka","Office Supplies","$5","$14","Consumer",2014-02-07,"7/28/2014"
"5688","Apopka","Furniture","$13","$130","Consumer",2014-02-07,"7/28/2014"
"5689","Apopka","Office Supplies","$17","$49","Consumer",2014-02-07,"7/28/2014"
"5690","Houston","Furniture","-$90","$275","Home Office",2015-02-12,"12/31/2015"
"5691","Baltimore","Office Supplies","$9","$27","Corporate",2015-02-12,"12/16/2015"
"5692","Baltimore","Office Supplies","$21","$45","Corporate",2015-02-12,"12/16/2015"
"5693","Baltimore","Technology","$36","$135","Corporate",2015-02-12,"12/16/2015"
"5694","Baltimore","Office Supplies","$13","$26","Corporate",2015-02-12,"12/16/2015"
"5695","Baltimore","Furniture","$141","$543","Corporate",2015-02-12,"12/16/2015"
"5696","San Francisco","Furniture","-$2","$71","Consumer",2016-02-05,"42556"
"5697","Chicago","Office Supplies","-$42","$27","Home Office",2017-02-10,"10/18/2017"
"5698","Chicago","Office Supplies","-$24","$13","Home Office",2017-02-10,"10/18/2017"
"5699","Laredo","Office Supplies","$4","$12","Consumer",2016-02-11,"42501"
"5700","San Francisco","Office Supplies","$18","$36","Consumer",2017-02-11,"42958"
"5701","Cleveland","Office Supplies","$15","$41","Home Office",2016-02-11,"11/26/2016"
"5702","Cleveland","Technology","-$23","$140","Home Office",2016-02-11,"11/26/2016"
"5703","Marion","Office Supplies","$0","$3","Consumer",2014-02-12,"12/21/2014"
"5704","Marion","Furniture","-$52","$137","Consumer",2014-02-12,"12/21/2014"
"5705","Marion","Technology","$43","$264","Consumer",2014-02-12,"12/21/2014"
"5706","Fairfield","Office Supplies","$3","$12","Consumer",2014-02-11,"41862"
"5707","New York City","Office Supplies","$15","$40","Corporate",2017-02-09,"9/25/2017"
"5708","New York City","Furniture","$30","$79","Consumer",2015-02-05,"5/15/2015"
"5709","New York City","Office Supplies","$7","$358","Consumer",2015-02-05,"5/15/2015"
"5710","New York City","Furniture","$21","$128","Consumer",2015-02-05,"5/15/2015"
"5711","New York City","Technology","$1,015","$2,800","Consumer",2015-02-05,"5/15/2015"
"5712","New York City","Office Supplies","$9","$19","Consumer",2015-02-05,"5/15/2015"
"5713","Chicago","Technology","$4","$37","Consumer",2017-02-07,"7/31/2017"
"5714","New York City","Technology","$2","$6","Home Office",2014-02-03,"41762"
"5715","Richmond","Office Supplies","$48","$178","Consumer",2017-02-09,"9/29/2017"
"5716","Ann Arbor","Technology","$112","$620","Corporate",2015-02-10,"42348"
"5717","Ann Arbor","Technology","$8","$29","Corporate",2015-02-10,"42348"
"5718","Ann Arbor","Office Supplies","$27","$58","Corporate",2015-02-10,"42348"
"5719","Ann Arbor","Office Supplies","$5","$29","Corporate",2015-02-10,"42348"
"5720","Lafayette","Office Supplies","$21","$81","Consumer",2017-02-03,"42770"
"5721","Springfield","Office Supplies","$2","$9","Corporate",2015-02-11,"11/17/2015"
"5722","Springfield","Technology","$5","$91","Corporate",2015-02-11,"11/17/2015"
"5723","Springfield","Technology","$30","$160","Corporate",2015-02-11,"11/17/2015"
"5724","San Francisco","Office Supplies","$6","$13","Corporate",2016-02-09,"9/30/2016"
"5725","Chicago","Office Supplies","-$83","$332","Corporate",2014-02-09,"9/27/2014"
"5726","New York City","Technology","$396","$900","Corporate",2015-02-09,"9/27/2015"
"5727","Houston","Technology","$118","$946","Corporate",2015-02-05,"42221"
"5728","Madison","Technology","$32","$178","Consumer",2017-02-12,"12/13/2017"
"5729","Madison","Office Supplies","$305","$1,090","Consumer",2017-02-12,"12/13/2017"
"5730","Madison","Office Supplies","$28","$61","Consumer",2017-02-12,"12/13/2017"
"5731","Madison","Furniture","$41","$460","Consumer",2017-02-12,"12/13/2017"
"5732","Madison","Office Supplies","$13","$28","Consumer",2017-02-12,"12/13/2017"
"5733","Milford","Furniture","$185","$639","Corporate",2017-02-06,"42773"
"5734","Milford","Office Supplies","$8","$31","Corporate",2017-02-06,"42773"
"5735","Milford","Furniture","$9","$25","Corporate",2017-02-06,"42773"
"5736","New York City","Office Supplies","$5","$14","Consumer",2014-02-06,"41705"
"5737","Los Angeles","Office Supplies","$9","$19","Consumer",2014-02-01,"1/25/2014"
"5738","Los Angeles","Furniture","$6","$19","Consumer",2014-02-01,"1/25/2014"
"5739","San Francisco","Office Supplies","$13","$38","Consumer",2016-02-12,"42887"
"5740","Fairfield","Office Supplies","$6","$13","Corporate",2017-02-03,"3/31/2017"
"5741","Fairfield","Furniture","$10","$26","Corporate",2017-02-03,"3/31/2017"
"5742","Fairfield","Technology","$53","$533","Corporate",2017-02-03,"3/31/2017"
"5743","Fairfield","Office Supplies","$13","$27","Corporate",2017-02-03,"3/31/2017"
"5744","Fairfield","Office Supplies","$10","$20","Corporate",2017-02-03,"3/31/2017"
"5745","Fairfield","Office Supplies","$8","$795","Corporate",2017-02-03,"3/31/2017"
"5746","Fairfield","Furniture","$7","$22","Corporate",2017-02-03,"3/31/2017"
"5747","Greenville","Technology","$31","$250","Consumer",2016-02-12,"42716"
"5748","Greenville","Technology","$18","$68","Consumer",2016-02-12,"42716"
"5749","Greenville","Technology","-$2","$17","Consumer",2016-02-12,"42716"
"5750","Long Beach","Technology","$37","$75","Consumer",2017-02-11,"11/22/2017"
